PAYEE_COUNTRY,PAYEE_NAME_EDITED_TOKENS_CORPUS,PAYEE_NAME_MATCHING_TUPLE,PAYEE_NAME_MATCHING,PAYEE_NAME_MATCHING_SCORE,PRIMARY_SSIC_DESCRIPTION,PRIMARY_USER_DESCRIBED_ACTIVITY,SECONDARY_SSIC_DESCRIPTION,SECONDARY_USER_DESCRIBED_ACTIVITY
SG,wearnes automotive,"('wearnes automotive', 100.0, 14474)",wearnes automotive,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,"INCL WORKSHOP OPERATION, PRIVATE CAR FOR HIRE WITH & WITHOUT OPERATOR",RETAIL SALE OF MOTORCYCLES AND SCOOTERS,na
SG,space scope,"('space scope', 100.0, 159005)",space scope,100.0,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),MAIN CONTRACTOR,"RETAIL SALE OF HARDWARE, PAINT AND GLASS N.E.C. (EG WOOD, GLASS, SANITARY WARE, DO-IT-YOURSELF MATERIALS)",BUILDING SUPPLIES
SG,88home live,"('88home live', 100.0, 268188)",88home live,100.0,ONLINE MARKETPLACES FOR GOODS (INCLUDING FOOD),na,na,na
SG,p c maintenance services,"('p c maintenance services', 100.0, 140473)",p c maintenance services,100.0,DOMESTIC/HOUSEHOLD CLEANING SERVICES (EXCLUDING ONLINE MARKETPLACES),na,"GENERAL CLEANING SERVICES (INCLUDING CLEANING OF PUBLIC AREAS, OFFICES AND FACTORIES) EXCEPT HOUSEHOLD CLEANING AND ONLINE MARKETPLACES",na
SG,rolling pie pictures,"('rolling pie pictures', 100.0, 67196)",rolling pie pictures,100.0,PHOTOGRAPHIC ACTIVITIES,PHOTOGRAPHY,na,PHOTOGRAPHY
SG,island taekwon-do centre,"('island taekwon-do centre', 100.0, 556280)",island taekwon-do centre,100.0,ACTIVITIES OF SPORTS CLUBS/ASSOCIATIONS AND RELATED ACTIVITIES,"TEACHING OF TAEKWON-DO, HAPKIDO ETC.",na,na
SG,toyota financial services singapore,"('toyota financial services singapore', 100.0, 84682)",toyota financial services singapore,100.0,FINANCIAL LEASING COMPANIES,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,na
DE,dm-drogerie markt,"('genie mart', 66.66666666666667, 593846)",genie mart,66.66666666666667,ONLINE MARKETPLACES FOR GOODS (INCLUDING FOOD),SELLING GOODS ONLINE,na,SELLING GOODS ONLINE
SG,omg pc private limited,"('omg pc private limited', 100.0, 256217)",omg pc private limited,100.0,"RETAIL SALE OF COMPUTER HARDWARE (INCLUDING HANDHELD COMPUTERS) AND PERIPHERAL EQUIPMENT, AND COMPUTER SOFTWARE (EXCEPT GAMES AND CYBERSECURITY HARDWARE AND SOFTWARE)",na,MANAGEMENT CONSULTANCY SERVICES,na
SG,hope church singapore,"('church singapore', 86.48648648648648, 523534)",church singapore,86.48648648648648,CHURCHES,ADVANCEMENT OF CHRISTIAN RELIGION,na,na
SG,prudential assurance company singapore limited,"('prudential assurance company singapore limited', 100.0, 128150)",prudential assurance company singapore limited,100.0,LIFE INSURANCE,na,na,na
SG,treasure pod builders,"('treasure pod builders', 100.0, 76544)",treasure pod builders,100.0,INTERIOR DESIGN SERVICES,na,"WHOLESALE OF FURNISHINGS (INCLUDING CURTAINS, CARPETS, WALLPAPER)",na
AU,revenue nsw,"('venue sg', 73.6842105263158, 488460)",venue sg,73.6842105263158,RESTAURANTS,na,EVENT/CONCERT ORGANISERS,na
SG,soo kee kennel,"('soo kee kennel', 100.0, 483306)",soo kee kennel,100.0,RETAIL SALE OF PET BIRDS AND ANIMALS (INCLUDING FOOD AND ACCESSORIES),na,na,na
SG,iyer viswanathan vaidyanathan,"('viswanath timber trading', 64.15094339622642, 231199)",viswanath timber trading,64.15094339622642,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,WHOLESALE TRADE IN TIMBER LOGS AND SAWN TIMBER,na,na
SG,cliff brown racing,"('bo li trading', 70.96774193548387, 214526)",bo li trading,70.96774193548387,RETAIL SALE OF CLOTHING FOR ADULTS,RETAIL OF ADULT CLOTHING AND SEWING OF CURTAIN,LAUNDRY AND DRY CLEANING SERVICES EXCEPT SELF-OPERATED LAUNDRIES,RETAIL OF ADULT CLOTHING AND SEWING OF CURTAIN
SG,bark duty,"('bark duty', 100.0, 208187)",bark duty,100.0,TRAINING OF PETS AND ANIMALS,PROFESSIONAL DOG TRAINING SERVICES,RETAIL SALE OF PET BIRDS AND ANIMALS (INCLUDING FOOD AND ACCESSORIES),SALE OF DOG TRAINING EQUIPMENT AND FULLY TRAINED WORKING DOGS
SG,pertinent law,"('pertinent law', 100.0, 154408)",pertinent law,100.0,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,sas e ptd,"('e p spa', 75.0, 190621)",e p spa,75.0,MASSAGE PARLOURS AND FOOT REFLEXOLOGY,na,"BEAUTY SALONS AND SPAS (INCLUDING SLIMMING, SKIN CARE AND HAIR CARE CENTRES)",na
SG,mits singapore,"('mits singapore', 100.0, 449365)",mits singapore,100.0,TRAINING COURSES FOR SPORTS AND GAMES,TENNIS COACHING & SPORTS MANAGEMENT,na,na
SG,little paddington preschool kent ridge,"('little paddington preschool ec', 85.29411764705883, 428167)",little paddington preschool ec,85.29411764705883,CHILD CARE SERVICES FOR PRE-SCHOOL CHILDREN (INCLUDING INFANT CARE SERVICES),na,"CHILD/STUDENT CARE SERVICES FOR SCHOOL-GOING CHILDREN (EG BEFORE AND AFTER-SCHOOL CARE CENTRES, STUDENT CARE CENTRES)",na
SG,igrow corphealth,"('shirowa health', 73.33333333333334, 9816)",shirowa health,73.33333333333334,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON MEDICAL SCIENCE,BIOMEDICAL SUPPORT PROGRAM,na,na
SG,vincar leasing rental,"('vincar leasing rental', 100.0, 229816)",vincar leasing rental,100.0,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),na,RENTAL AND LEASING OF CARS WITH DRIVER (EXCLUDING STREET-HAIL AND RIDE-HAIL SERVICE PROVIDERS),na
SG,landmark jv,"('landmark jv', 100.0, 428034)",landmark jv,100.0,REAL ESTATE DEVELOPERS,na,na,na
TR,basi systems pilates sanayi ticaret anonim sirketi,"(""o'brian tarping systems singapore private"", 59.34065934065934, 253903)",o'brian tarping systems singapore private,59.34065934065934,"WHOLESALE OF INDUSTRIAL, CONSTRUCTION AND RELATED MACHINERY AND EQUIPMENT N.E.C.",DISTRIBUTOR FOR TARPING SYSTEMS,ENGINEERING DESIGN AND CONSULTANCY ACTIVITIES N.E.C.,ENVIRONMENTAL SOLUTIONS FOR WASTE INDUSTRY
SG,storhub,"('storyhub', 93.33333333333333, 480699)",storyhub,93.33333333333333,OTHER PUBLISHING ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),na,MOVIE PRODUCTION,na
SG,everitt,"('everitt', 100.0, 188921)",everitt,100.0,WEDDING AND RELATED ACTIVITIES (INCLUDING BRIDAL STUDIOS AND WEDDING PLANNERS),WEDDING PLANNING,na,WEDDING PLANNING
SG,mercedes-benz fleet management singapore,"('mercedes-benz fleet management singapore', 100.0, 445970)",mercedes-benz fleet management singapore,100.0,RENTAL AND LEASING OF CARS WITH DRIVER (EXCLUDING STREET-HAIL AND RIDE-HAIL SERVICE PROVIDERS),na,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),RENTING AND LEASING OF PRIVATE CARS AND BUSES WITHOUT OPERATOR
SG,vetta,"('vetta', 100.0, 231726)",vetta,100.0,"AGENTS FOR ARTISTES, ATHLETES, MODELS AND OTHER PERFORMERS",na,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",na
SG,mark foo shih wei,"('si mu wei food', 77.41935483870968, 307188)",si mu wei food,77.41935483870968,MANAGEMENT CONSULTANCY SERVICES,FOOD CONSULTATION,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na
SG,tai huat tyres batteries,"('tai huat tyres batteries', 100.0, 79074)",tai huat tyres batteries,100.0,REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),na,"RETAIL SALE OF SPORTS APPAREL AND EQUIPMENT (INCLUDING BICYCLES, BOATS AND HEALTHCARE EQUIPMENT)",na
SG,premium nautical,"('premium nautical', 100.0, 131846)",premium nautical,100.0,"RETAIL SALE OF SPORTS APPAREL AND EQUIPMENT (INCLUDING BICYCLES, BOATS AND HEALTHCARE EQUIPMENT)",BUYING AND SELLING OF YACHTS AND BOATS,na,na
US,lawrenceville school,"('little learning school', 71.42857142857143, 336229)",little learning school,71.42857142857143,TRAINING COURSES N.E.C.,na,na,na
SG,pest control,"('pest control', 100.0, 88022)",pest control,100.0,PEST CONTROL SERVICES NOT IN CONNECTION WITH AGRICULTURE,na,na,na
SG,little splashes swim school,"('little splashes swim school', 100.0, 425585)",little splashes swim school,100.0,TRAINING COURSES FOR SPORTS AND GAMES,na,na,na
SG,revzone performance,"('revzone performance', 100.0, 59520)",revzone performance,100.0,REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),na,RETAIL SALE OF SPARE PARTS AND ACCESSORIES FOR MOTOR VEHICLES,na
SG,reliable electrical engineering,"('reliable electrical engineering', 100.0, 56786)",reliable electrical engineering,100.0,ELECTRICAL WORKS,na,ENGINEERING DESIGN AND CONSULTANCY ACTIVITIES N.E.C.,na
MY,pang yong tong co,"('tong wong company', 82.35294117647058, 10554)",tong wong company,82.35294117647058,STENOGRAPHIC AND SECRETARIAL SERVICES,na,OTHER CREDIT AGENCIES N.E.C. (EG MOTOR FINANCE),na
SG,sunshine equine veterinary services,"('sunshine equine veterinary services', 100.0, 327860)",sunshine equine veterinary services,100.0,VETERINARY ACTIVITIES,na,na,na
SG,storhub 15 changi,"('storhub 15 changi', 100.0, 164724)",storhub 15 changi,100.0,OTHER HOLDING COMPANIES,PROPERTY INVESTMENT,GENERAL WAREHOUSING,PROVISION OF SELF-STORAGE SERVICES
SG,finger waltz,"('glitzy fingers', 76.92307692307692, 575936)",glitzy fingers,76.92307692307692,MANICURE AND PEDICURE SERVICES,na,RETAIL SALE OF COSMETICS AND TOILETRIES (INCLUDING SKIN CARE PRODUCTS),RETAIL SALE OF BEAUTY PRODUCTS
SG,btm air-conditioning services,"('btm air-conditioning services', 100.0, 215775)",btm air-conditioning services,100.0,"REPAIR OF DOMESTIC ELECTRICAL/ELECTRONIC APPLIANCES EXCEPT AUDIO AND VIDEO EQUIPMENT (EG REFRIGERATORS, WASHING MACHINES AND ROOM AIR-CONDITIONERS)",AIR-CONDITIONING SERVICES,DOMESTIC/HOUSEHOLD CLEANING SERVICES (EXCLUDING ONLINE MARKETPLACES),AIR-CONDITIONING SERVICES
SG,ban heng long trading,"('ban heng long trading', 100.0, 212837)",ban heng long trading,100.0,"WHOLESALE OF LOGS, SAWN TIMBER, PLYWOOD AND RELATED PRODUCTS",na,MANUFACTURE OF FURNITURE AND FIXTURES OF WOOD (INCLUDING UPHOLSTERY),na
SG,nuh,"('nuch', 85.71428571428572, 542558)",nuch,85.71428571428572,RETAIL SALE OF CLOTHING FOR ADULTS,na,RETAIL SALE OF BEVERAGES,na
SG,indigo wine co.,"('indigo wine co.', 100.0, 558418)",indigo wine co.,100.0,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na,na,na
SG,hock chuan heng car rental trading,"('chuan hock heng trading services', 78.78787878787878, 412293)",chuan hock heng trading services,78.78787878787878,RETAIL SALE OF SECOND-HAND GOODS IN STORES,na,"RETAIL SALE OF FURNISHINGS (EG CURTAINS, CARPETS, PILLOW CASES)",na
SG,fiz work services,"('fiz work services', 100.0, 42563)",fiz work services,100.0,GENERAL CONTRACTORS (NON-BUILDING CONSTRUCTION),HANDYMAN,na,HANDYMAN
SG,iresidences mcst 3824,"('94 residences', 70.58823529411764, 264875)",94 residences,70.58823529411764,CAFES,na,na,na
SG,teba engineering enterprises,"('mal enterprises engineering', 90.9090909090909, 449165)",mal enterprises engineering,90.9090909090909,"INSTALLATION OF INDUSTRIAL MACHINERY AND EQUIPMENT, MECHANICAL ENGINEERING WORKS",na,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na
SG,first class aircon,"('first class aircon', 100.0, 41692)",first class aircon,100.0,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na,"REPAIR OF DOMESTIC ELECTRICAL/ELECTRONIC APPLIANCES EXCEPT AUDIO AND VIDEO EQUIPMENT (EG REFRIGERATORS, WASHING MACHINES AND ROOM AIR-CONDITIONERS)",na
SG,venessa vault,"('venessa vault', 100.0, 233600)",venessa vault,100.0,RETAIL SALE OF JEWELLERY MADE FROM PRECIOUS METALS AND STONES,"SALE OF JEWELLERY, GEMSTONES AND DIAMONDS",na,na
SG,orangetee tie,"('orangetee tie', 100.0, 251993)",orangetee tie,100.0,REAL ESTATE AGENCIES AND VALUATION SERVICES,na,DEVELOPMENT OF SOFTWARE AND APPLICATIONS (EXCEPT GAMES AND CYBERSECURITY),OTHER COMPUTER RELATED ACTIVITIES
SG,autoclinic,"('autoclinic', 100.0, 347957)",autoclinic,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,na,REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),na
SG,theseafoodcompany,"('theseafoodcompany', 100.0, 72333)",theseafoodcompany,100.0,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,SEAFOOD TRADING,PROCESSING AND PRESERVING OF SEAFOOD,na
SG,mop squad homes,"('mop squad homes', 100.0, 456004)",mop squad homes,100.0,DOMESTIC/HOUSEHOLD CLEANING SERVICES (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,kingsford huray development mf,"('kingsford huray development', 94.73684210526316, 113776)",kingsford huray development,94.73684210526316,REAL ESTATE DEVELOPERS,na,BUILDING CONSTRUCTION N.E.C.,na
SG,home-in-one,"('home one', 73.6842105263158, 1287)",home one,73.6842105263158,"MINI-MARTS, CONVENIENCE STORES AND PROVISION SHOPS","SELLING FRIUT, VEGEITABLE, BEER, DRINK, TIBITS, PHONE CARD, GROCERY ETC",RETAIL SALE OF TOBACCO PRODUCTS,"SELLING FRIUT, VEGEITABLE, BEER, DRINK, TIBITS, PHONE CARD, GROCERY ETC"
SG,canadian international school,"('canadian international school', 100.0, 383110)",canadian international school,100.0,INTERNATIONAL AND FOREIGN SYSTEM SCHOOLS,na,TRAINING COURSES N.E.C.,na
SG,singapore recreation club,"('career creation singapore', 84.0, 418076)",career creation singapore,84.0,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES (E.G. ADMINISTRATION OF LOYALTY PROGRAMMES),CONSULTANT,EDUCATIONAL SUPPORT SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),CONSULTANT
SG,23 comm services,"('23 comm services', 100.0, 270025)",23 comm services,100.0,COMMUNICATIONS AND POWER LINE CONSTRUCTION,POWER LINE & CONSTRUCTION,RENTAL AND LEASING OF CARS WITH DRIVER (EXCLUDING STREET-HAIL AND RIDE-HAIL SERVICE PROVIDERS),POWER LINE & CONSTRUCTION
SG,vantage automotive limited,"('vantage automotive limited', 100.0, 227342)",vantage automotive limited,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,MOTOR VEHICLE DEALERSHIP.RETAIL SALE OF SPARE PARTS & ACCESSORIES FOR MTR VEH,RETAIL SALE OF MOTORCYCLES AND SCOOTERS,REPAIR & MAINTENANCE OF MTR VEH.RENT & LEASE OF PTE CARS WITH & W/OUT OPERATOR
SG,greendot creations,"('greendot creations', 100.0, 576362)",greendot creations,100.0,"LANDSCAPE PLANTING, CARE AND MAINTENANCE SERVICE ACTIVITIES (EG GARDEN INSTALLATION AND MAINTENANCE, GRASS CUTTING, TREE FELLING, PRUNING)",na,BUILDING CONSTRUCTION N.E.C.,na
JP,start line group co.,"('cco investment group', 75.0, 408378)",cco investment group,75.0,OTHER HOLDING COMPANIES,na,na,na
SG,lifeweavers therapy company,"('lifeweavers therapy company', 100.0, 435160)",lifeweavers therapy company,100.0,SPECIALISED MEDICAL SERVICES (INCLUDING DAY SURGICAL CENTRES),na,HOME HEALTHCARE SERVICES,na
SG,catering,"('catering', 100.0, 373790)",catering,100.0,FOOD CATERERS,FUNCTIONS AND WEDDING CATERING,na,FUNCTIONS AND WEDDING CATERING
SG,mova automotive,"('mova automotive', 100.0, 445047)",mova automotive,100.0,CHARTERED BUS SERVICES (INCLUDING SCHOOL BUSES),na,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),"RENTING AND LEASING OF PRIVATE CARS, VANS, LORRIES, BUSES WITHOUT OPERATOR"
SG,red school house tuck,"('rite touch school', 68.42105263157895, 69709)",rite touch school,68.42105263157895,TRAINING COURSES N.E.C.,THE COMPANY CONDUCTS TUITION CLASSES IN ACADEMIC SUBJECTS AND MUSIC EDUCATION.,na,na
SG,akando solutions,"('akando solutions', 100.0, 359881)",akando solutions,100.0,BUILDING CONSTRUCTION N.E.C.,na,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na
SG,urban reveno,"('urban reveno', 100.0, 224053)",urban reveno,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,na,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),na
SG,maplebear playworks cbp,"('maplebear playworks cbp', 100.0, 459837)",maplebear playworks cbp,100.0,CHILD CARE SERVICES FOR PRE-SCHOOL CHILDREN (INCLUDING INFANT CARE SERVICES),na,na,na
SG,golden sanitary plumbing services,"('golden sanitary plumbing services', 100.0, 589617)",golden sanitary plumbing services,100.0,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES (E.G. ADMINISTRATION OF LOYALTY PROGRAMMES),"AIR-CONDITIONING, ELECTRICAL & PLUMBING CONTRACTOR",OTHER PERSONAL SERVICE ACTIVITIES N.E.C. (EXCLUDING ONLINE MARKETPLACES),"AIR-CONDITIONING, ELECTRICAL & PLUMBING CONTRACTOR"
SG,bubbles splashes swim school,"('bubbles splashes swim school', 100.0, 214018)",bubbles splashes swim school,100.0,TRAINING COURSES FOR SPORTS AND GAMES,PROVIDING SWIMMING INSTRUCTIONS,na,PROVIDING SWIMMING INSTRUCTIONS
SG,singapore red cross society,"('society jesus singapore limited', 79.3103448275862, 166656)",society jesus singapore limited,79.3103448275862,ACTIVITIES OF RELIGIOUS ORGANISATIONS N.E.C.,na,na,na
SG,1st automobile services,"('1st automobile services', 100.0, 271610)",1st automobile services,100.0,REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),na,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),na
PH,institute internal auditors philippines inc,"('eternal asia philippines', 68.65671641791045, 171779)",eternal asia philippines,68.65671641791045,WHOLESALE OF COMPUTER HARDWARE AND PERIPHERAL EQUIPMENT (EXCEPT CYBERSECURITY RELATED HARDWARE AND PERIPHERAL EQUIPMENT),DISTRIBUTION OF IT PRODUCTS AND CONSUMER ELECTRONICS,"RETAIL SALE OF COMPUTER HARDWARE (INCLUDING HANDHELD COMPUTERS) AND PERIPHERAL EQUIPMENT, AND COMPUTER SOFTWARE (EXCEPT GAMES AND CYBERSECURITY HARDWARE AND SOFTWARE)",na
SG,tolay electrical trading,"('tolay electrical trading', 100.0, 71231)",tolay electrical trading,100.0,"RETAIL SALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (EG VACUUM CLEANERS, WASHING MACHINES, REFRIGERATORS)",na,WHOLESALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (INCLUDING HOUSEHOLD AIR-CONDITIONERS),na
SG,pacific beverages,"('pacific beverages', 100.0, 128829)",pacific beverages,100.0,"WHOLESALE OF LIQUOR, SOFT DRINKS AND BEVERAGES",na,PACKAGING ACTIVITIES,na
SG,emotions productions,"('emotions productions', 100.0, 174915)",emotions productions,100.0,MOVIE PRODUCTION,na,na,na
SG,ricoh singapore,"('ricoh singapore', 100.0, 50393)",ricoh singapore,100.0,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na,na,na
SG,s.u.n f.k.a fitmunity,"('affinity snaps', 57.14285714285714, 362148)",affinity snaps,57.14285714285714,PHOTOGRAPHIC ACTIVITIES,PHOTOGRAPHY SERVICES,"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",VIDEOGRAPHY SERVICES
SG,twin city air-conditioning engineering,"('ngan city air-conditioning engineering', 92.10526315789474, 510585)",ngan city air-conditioning engineering,92.10526315789474,"MANUFACTURE AND REPAIR OF REFRIGERATING, AIR-CONDITIONING AND VENTILATING MACHINERY AND EQUIPMENT EXCEPT HOUSEHOLD REFRIGERATORS",ASSEMBLY AND DISMANTLE OF AIR-CON,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,ASSEMBLY AND DISMANTLE OF AIR-CON
SG,chp law,"('chp law', 100.0, 397377)",chp law,100.0,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,singapore cricket club,"('pacific club singapore', 81.81818181818181, 74176)",pacific club singapore,81.81818181818181,ACTIVITIES OF OTHER MEMBERSHIP ORGANISATIONS N.E.C.,na,RESTAURANTS,na
SG,interarch design,"('interarch design', 100.0, 71044)",interarch design,100.0,INTERIOR DESIGN SERVICES,na,RENOVATION CONTRACTORS,na
AU,la trobe financial services pty limited,"('phillip street financial services', 75.0, 130688)",phillip street financial services,75.0,OTHER HOLDING COMPANIES,INVESTMENT COMPANIES,REAL ESTATE DEVELOPERS,REAL ESTATE MANAGEMENT & MAINTENANCE NEC.
SG,open studio,"('penn studio', 90.9090909090909, 149781)",penn studio,90.9090909090909,PHOTOGRAPHIC ACTIVITIES,PROVIDING SERVICES RELATING TO PHOTOGRAPHY,ART AND GRAPHIC DESIGN SERVICES,PROVIDING SERVICES RELATING TO PHOTOGRAPHY
SG,parisilk electronics computers,"('parisilk electronics computers', 100.0, 129065)",parisilk electronics computers,100.0,"WHOLESALE OF AUDIO AND VIDEO EQUIPMENT EXCEPT ELECTRICAL AND ELECTRONIC COMPONENTS (EG RADIO AND TELEVISION SETS, SOUND REPRODUCING AND RECORDING EQUIPMENT)",IMPORTERS/EXPORTERS/WHOLESALER/RETAILERS OF ELECTRICAL AND ELECTRONIC GOODS,na,na
SG,love studios,"('love studios', 100.0, 86808)",love studios,100.0,"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",na,PHOTOGRAPHIC ACTIVITIES,na
SG,ansa picture framing,"('ansa picture framing art gallery', 76.92307692307692, 338961)",ansa picture framing art gallery,76.92307692307692,GLASS AND GLAZING WORKS (INCLUDING MIRROR AND SHOWER SCREEN INSTALLATION),na,MUSEUMS,na
SG,bestar services,"('bestar services', 100.0, 195817)",bestar services,100.0,STENOGRAPHIC AND SECRETARIAL SERVICES,"SECRETARIAL, TAXATION",BOOK-KEEPING SERVICES (EXCLUDING ONLINE MARKETPLACES),"BOOK-KEEPING, EMPLOYMENT"
SG,miss baljeet kaur,"('kumi ballet studio', 62.857142857142854, 124188)",kumi ballet studio,62.857142857142854,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",BALLET,na,BALLET
SG,longlim,"('longlim', 100.0, 423792)",longlim,100.0,CHARTERED BUS SERVICES (INCLUDING SCHOOL BUSES),SCHOOL BUS & EXCURSION BUS,RENTAL AND LEASING OF CARS WITH DRIVER (EXCLUDING STREET-HAIL AND RIDE-HAIL SERVICE PROVIDERS),na
SG,nannypro,"('nannypro', 100.0, 498312)",nannypro,100.0,DOMESTIC WORKER EMPLOYMENT PLACEMENT AGENCIES (EXCLUDING ONLINE MARKETPLACES),MDW & NANNY PLACEMENT SERVICES,DOMESTIC/HOUSEHOLD CLEANING SERVICES (EXCLUDING ONLINE MARKETPLACES),"HOUSEHOLD SERVICES EG. CLEANING, CONFINEMENT, RESPITE CAREGIVING"
US,ingamba,"('singba', 76.92307692307692, 221726)",singba,76.92307692307692,WHOLESALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (INCLUDING HOUSEHOLD AIR-CONDITIONERS),NEW & USED ELECTRONICS,na,NEW & USED ELECTRONICS
SG,hong seh motors,"('hong seh motors', 100.0, 514411)",hong seh motors,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,RETAIL SALE OF MOTOR VEHICLES INCLUDING MOTORCYCLES AND SCOOTERS,RENTING AND LEASING OF PRIVATE CARS WITHOUT DRIVER (EXCLUDING ONLINE MARKETPLACES),RENTAL & FINANCIAL LEASING OF PRIVATE & COMMERCIAL CARS WITH/WITHOUT OPERATORS
CH,hochalpines institut ftan,"('chrysalis institute', 68.18181818181819, 407095)",chrysalis institute,68.18181818181819,MANAGEMENT CONSULTANCY SERVICES,na,na,na
SG,inform physiotherapy,"('inform physiotherapy', 100.0, 561058)",inform physiotherapy,100.0,OTHER HEALTH SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),PHYSIOTHERAPY SERVICES CLINIC AND COMMUNITY,FITNESS CENTRES AND GYMNASIUMS,CLINICAL PILATES AND EXERCISE
MY,duo notes entertainment,"('duo entertainment', 85.0, 101255)",duo entertainment,85.0,EVENT/CONCERT ORGANISERS,na,na,na
SG,p door,"('p door', 100.0, 129952)",p door,100.0,"MANUFACTURE OF METAL DOORS, WINDOW AND DOOR FRAMES, GRILLES AND GRATINGS","MANUF, IMPORTER & EXPORTER OF METAL DOORS, WINDOW & DOOR FRAMES, GRILLES & ETC",RENOVATION CONTRACTORS,CONSTRUCTION & RENOVATION CONTRACTORS OF ALL KINDS & DESCRIPN OF HOME FITTGS
SG,vincent koh han wei,"('vincent wei', 73.33333333333334, 232816)",vincent wei,73.33333333333334,DEVELOPMENT OF SOFTWARE AND APPLICATIONS (EXCEPT GAMES AND CYBERSECURITY),na,na,na
SG,kah hock repairer trading,"('kah hock repairer trading', 100.0, 122207)",kah hock repairer trading,100.0,"RETAIL SALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (EG VACUUM CLEANERS, WASHING MACHINES, REFRIGERATORS)",RETAIL SALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT,"REPAIR OF DOMESTIC ELECTRICAL/ELECTRONIC APPLIANCES EXCEPT AUDIO AND VIDEO EQUIPMENT (EG REFRIGERATORS, WASHING MACHINES AND ROOM AIR-CONDITIONERS)",RETAIL SALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT
SG,coolserve air-condition engineering,"('coolserve air-condition engineering', 100.0, 410888)",coolserve air-condition engineering,100.0,BUILDING CONSTRUCTION N.E.C.,na,"MANUFACTURE AND REPAIR OF REFRIGERATING, AIR-CONDITIONING AND VENTILATING MACHINERY AND EQUIPMENT EXCEPT HOUSEHOLD REFRIGERATORS",na
