,DWH_CARDUP_PAYMENT_ID,CARDUP_PAYMENT_CUSTOMER_COMPANY_ID,CARDUP_PAYMENT_SUCCESS_AT_UTC_TS,CARDUP_PAYMENT_PAYEE_NAME,CARDUP_PAYMENT_PAYMENT_TYPE,CARDUP_PAYMENT_SCHEDULE_TYPE,CARDUP_PAYMENT_USD_AMT,CARDUP_PAYMENT_NET_REVENUE_USD_AMT,CARDUP_PAYMENT_TOTAL_REVENUE_USD_AMT,PAYEE_NAME_WITH_SPACES,tokens,tokens_corpus
1211,834fe8eabf3036457b370e1d12571af5,,2024-05-08 13:51:07,197008_PASIR RIS-PUNGGOL TOWN COUNCIL,Misc,recurring,54.22417,0.1592598,1.0010616, pasir rispunggol town council,"['pasir', 'rispunggol', 'town', 'council']",pasir rispunggol town council
1217,44726e608adfa2fc5ee259d995368e3e,,2024-05-14 04:01:42,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
1218,da5a0fff0e0211d7efb90a328d3890dc,,2024-07-16 04:01:43,103034_Growth Contractor,Misc,recurring,326.1034,4.0649168,8.4786884, growth contractor,"['growth', 'contractor']",growth contractor
1233,c4bda8db579be3f6560b20f8f9b55831,,2024-10-14 04:04:03,190472_SENGKANG TOWN COUNCIL,Misc,recurring,98.5894,0.4095252,1.8276958, sengkang town council,"['sengkang', 'town', 'council']",sengkang town council
1240,d80c8dea71b36ca54208300c9ca1285f,,2024-06-12 04:06:23,211530_PERTINENT LAW LLP,Misc,recurring,1137.57,6.0822076,21.045045, pertinent law ,"['pertinent', 'law']",pertinent law
1248,e92a2f98d85ad16755ec942c6e35d2f4,,2024-07-11 04:04:54,197078_Helian Services (Pte.) (Ltd.),Misc,recurring,379.19,1.9414528,7.015015, helian services  ,"['helian', 'services']",helian services
1254,74e5f6a467599d4d0de166b125c4aac7,,2024-04-29 04:13:21,185696_SF Holdings One Ptd Ltd,Misc,recurring,34.544209,0.037919,0.6218716, sf holdings one ptd ,"['sf', 'holdings', 'one', 'ptd']",sf holdings one ptd
1264,20cfa894e1deb3131abd0dfca3f54137,,2024-08-07 04:03:51,197008_PASIR RIS-PUNGGOL TOWN COUNCIL,Misc,recurring,57.712718,0.189595,1.0693158, pasir rispunggol town council,"['pasir', 'rispunggol', 'town', 'council']",pasir rispunggol town council
1267,b766f8b6b5e698827ea0ad893101d0c9,,2024-05-15 04:04:59,177319_NEW CREATION CHURCH - TITHE,Misc,recurring,151.676,0.682542,2.806006, new creation church  tithe,"['new', 'creation', 'church', 'tithe']",new creation church tithe
1268,ba7a89e2bc79dd7781c63b496f1781f7,,2024-08-05 15:09:05,195937_Frasers Property Quayside & Fraser Promenade - DMF,Misc,recurring,224.4349772,1.0920672,4.1483386, frasers property quayside  fraser promenade  dmf,"['frasers', 'property', 'quayside', 'fraser', 'promenade', 'dmf']",frasers property quayside fraser promenade dmf
1276,be9bbae13386d5626b47a30d1bbecad5,,2024-05-31 04:03:25,168484_FUTURE POOLS & PUMPS ENGINEERING PTE LTD,Misc,recurring,144.0922,0.568785,2.5936596, future pools  pumps engineering  ,"['future', 'pools', 'pumps', 'engineering']",future pools pumps engineering
1280,8818049ad90581138dbf29b857ff9cfd,,2023-12-18 04:00:54,103034_Growth Contractor,Misc,recurring,326.1034,1.6229332,6.0367048, growth contractor,"['growth', 'contractor']",growth contractor
1287,3bb8b246707dc00e8930cd4ca51191b8,,2024-02-27 04:16:59,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
1289,e7ea513d49c05e2daf999c0678b4cf26,,2024-08-13 04:03:52,165536_ Housing and Development Board,Misc,recurring,83.4218,0.3336872,1.5470952,  housing and development board,"['housing', 'development', 'board']",housing development board
1293,b9a5b6f37fbdca7ac4794c7afd07f8e4,,2024-07-30 04:06:31,144193_NEPTUNE COURT OWNERS ASSOCIATION,Misc,recurring,171.9323298,0.8038828,3.1776122, neptune court owners association,"['neptune', 'court', 'owners', 'association']",neptune court owners association
1296,cdd1639a35066979cc9a41c323184731,,2024-03-25 04:09:58,47217_GENIUS SCHOOL HOUSE,Misc,recurring,379.19,1.9035338,7.015015, genius school house,"['genius', 'school', 'house']",genius school house
1298,b4f57d929a0834f0fd5ffe72ac5c7b60,,2024-05-28 04:16:54,175110_Throne landscape & construction pte Ltd ,Misc,recurring,265.433,3.261034,6.901258, throne landscape  construction   ,"['throne', 'landscape', 'construction']",throne landscape construction
1305,484cd942ac5cf19bba951673bea5bbe1,,2024-08-29 04:05:03,193652_FOCUS TNL OFFICE CONCEPT,Misc,recurring,227.514,1.1148186,4.209009, focus tnl office concept,"['focus', 'tnl', 'office', 'concept']",focus tnl office concept
1310,257243d46763e5bbe229a4e1bfca480d,,2024-09-03 04:16:53,221583_Tan Teck Hong,Misc,recurring,447.0725938,2.313059,8.2739258, tan teck hong,"['tan', 'teck', 'hong']",tan teck hong
1312,db8f7601cb9217228aaf64ae5a1611a9,,2024-07-25 04:27:28,29483_EAST COAST - FENGSHAN TOWN COUNCIL,Misc,recurring,82.28423,0.3185196,1.5243438, east coast  fengshan town council,"['east', 'coast', 'fengshan', 'town', 'council']",east coast fengshan town council
1313,e11c85d41ee5aa3b78597c2d90a39e18,,2023-10-16 04:00:35,43217_MCST 4439,Misc,recurring,591.5364,4.019414,12.4222644, mcst ,['mcst'],mcst
1314,94441fec2110e8feb67ee1b1873b25db,,2024-08-13 04:22:22,225318_Counselling and Care Centre,Misc,recurring,106.1732,0.4474442,1.9642042, counselling and care centre,"['counselling', 'care', 'centre']",counselling care centre
1319,f49027f7392cdec1d844aa4740524d27,,2024-10-04 04:04:57,108876_Luce Maintenance Group Pte. Ltd,Misc,recurring,163.6735716,0.7659638,3.0259362, luce maintenance group  ,"['luce', 'maintenance', 'group']",luce maintenance group
1324,e6fbe1de0564d39fa40f12248884b20d,,2024-06-25 04:16:26,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4874864,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1331,c862c52245338f3cc714ba68a58e3a54,,2024-03-05 04:09:11,119169_Novel Haven Pte Ltd,Misc,recurring,265.433,1.2968298,4.9143024, novel haven  ,['novel'],novel
1333,3acd70fcd96ebee34b1215ce80d9ba1f,,2024-09-05 04:02:44,119169_Novel Haven Pte Ltd,Misc,recurring,341.271,1.7366902,6.3173054, novel haven  ,['novel'],novel
1334,2c4e6855c3551cdd3dbad47a205546f1,,2024-08-27 04:08:36,47217_GENIUS SCHOOL HOUSE,Misc,recurring,379.19,1.9414528,7.015015, genius school house,"['genius', 'school', 'house']",genius school house
1335,06129f37bb0bd7a5143389d151ed0fb1,,2024-07-16 04:25:56,183845_POPULAR BOOK CO (PTE) LTD Office Solutions Division,Misc,recurring,215.1372384,-0.265433,3.981495, popular book co   office solutions division,"['popular', 'book', 'co', 'office', 'solutions', 'division']",popular book co office solutions division
1366,72091b544e3d8961b6fdad63b6dfdd31,,2024-06-26 15:03:14,97759_Yu Yi Optic LLP,Misc,recurring,7583.8,41.3013748,140.3003, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
1371,5bf61333f1e02a84055ac8844eb5d373,,2023-10-31 04:06:29,59547_Bluegym Pte Ltd,Misc,recurring,45.5028,1.820112,2.578492, bluegym  ,['bluegym'],bluegym
1372,0c112ea36dcde77649092bfb34c1e01a,,2024-06-19 04:30:29,144076_SACS-ANGLICAN SENIOR CTR (HILLVIEW),Misc,recurring,394.509276,2.0248746,7.2956156, sacsanglican senior ctr hillview,"['sacsanglican', 'senior', 'ctr', 'hillview']",sacsanglican senior ctr hillview
1376,c6923b9118a69d69cd58d0c22c03458e,,2024-08-30 04:18:07,226524_Swift Ascent Company PTE LTD,Misc,recurring,720.461,3.8070676,13.3323204, swift ascent company  ,"['swift', 'ascent', 'company']",swift ascent company
1377,24f4fc3d7b206bbe8f855bc62bd69fc1,,2024-01-30 04:07:34,160879_Cohabit Pte Ltd,Misc,recurring,439.8604,2.2296372,8.1374174, cohabit  ,['cohabit'],cohabit
1378,6f0b16ca15a351529a717cfbd0e64543,,2024-01-29 04:00:47,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
1379,72977f72c0d6d947f4cb2cd877935f4a,,2024-08-27 04:13:13,175238_The Pestman PTE LTD,Misc,recurring,148.794156,1.782193,3.867738, the pestman  ,['pestman'],pestman
1387,054042ba9075dcaa1f013c211f8d8735,,2024-07-16 10:04:40,223382_Teba Engineering & Enterprises,Misc,recurring,462.915152,-0.4322766,8.5621102, teba engineering  enterprises,"['teba', 'engineering', 'enterprises']",teba engineering enterprises
1388,02d2b44b43fa529f58d7e67c8608f375,,2024-10-07 04:02:57,119169_Novel Haven Pte Ltd,Misc,recurring,341.271,1.6836036,6.3173054, novel haven  ,['novel'],novel
1397,615160d692272280cb14807a77db6f4f,,2024-09-30 11:13:14,245224_COEUR,Misc,recurring,248.6121316,1.2285756,4.5957828, coeur,['coeur'],coeur
1401,b53e7601fd4a4772a6091e04ba3f5cb2,,2024-01-26 04:04:28,47217_GENIUS SCHOOL HOUSE,Misc,recurring,379.19,1.9035338,7.015015, genius school house,"['genius', 'school', 'house']",genius school house
1407,e757652cfae6d16bd71750f362bf6d58,,2024-03-13 04:02:54,144821_MARINE PARADE TOWN COUNCIL,Misc,recurring,82.815096,1.3499164,2.578492, marine parade town council,"['marine', 'parade', 'town', 'council']",marine parade town council
1417,2f9b5efc9cd75956ff0aa5d6ada084b7,,2024-06-11 04:29:51,195303_Singapore Island Country Club,Misc,recurring,492.947,2.5709082,9.1233114,  island country club,"['island', 'country', 'club']",island country club
1421,e812350fcf529ec70d54a4bc895a2c6c,,2023-11-16 04:00:54,103034_Growth Contractor,Misc,recurring,326.1034,1.6229332,6.0367048, growth contractor,"['growth', 'contractor']",growth contractor
1428,5335fe038f26058bbbb1b91f2ec7353e,,2024-07-23 04:16:58,97263_StorHub 37 Tampines Pte Ltd,Misc,recurring,301.721483,1.51676,5.5816768, storhub  tampines  ,"['storhub', 'tampines']",storhub tampines
1436,2fe0195619a2b508ebcd6bbd9eaab535,,2024-05-10 04:03:51,134197_THE WORK PROJECT SINGAPORE PTE. LTD.,Misc,recurring,236.0912778,2.881844,6.1352942, the work project   ,"['work', 'project']",work project
1442,5fca79a3392bba586f623419188ebf4d,,2024-10-01 04:18:30,142711_XINGSHENG TRANSPORT SERVICES,Misc,recurring,144.0922,0.6597906,2.6694976, xingsheng transport services,"['xingsheng', 'transport', 'services']",xingsheng transport services
1448,672e2ad3068b8d5e759c44efb014f2b5,,2024-05-16 04:03:11,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
1449,9341de6e543b504c4a2b3a8ef645a5e1,,2024-09-26 04:12:42,153205_Allianz Care Counselling Pte Ltd,Misc,recurring,204.7626,0.9934778,3.7919, allianz care counselling  ,"['allianz', 'care', 'counselling']",allianz care counselling
1461,cb3ebe0abe3f2cbf73b98c9171d8e30a,,2024-05-14 04:13:26,196768_LUCE MAINTENANCE GROUP PTE. LTD.,Misc,recurring,218.2314288,1.0389806,4.0345816, luce maintenance group  ,"['luce', 'maintenance', 'group']",luce maintenance group
1464,6067395acac7d724c171cf2be338d24d,,2024-05-23 04:02:08,125533_Jalan Besar Town Council,Misc,recurring,49.598052,0.1365084,0.9176398, jalan besar town council,"['jalan', 'besar', 'town', 'council']",jalan besar town council
1467,07f465867b43ece64772ee41040f9478,,2024-06-11 04:32:41,116779_Yu Yi Optic LLP,Misc,recurring,7583.8,41.3013748,140.3003, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
1477,115d3a29cafa225ceff753023f25d649,,2024-05-14 04:06:11,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1480,2f3a64ed8e25c3b69086f3fe3c23373b,,2023-10-27 04:17:43,145478_Yew Mei Decoration Contractor ,Misc,recurring,7583.8,39.7694472,140.3003, yew mei decoration contractor ,"['yew', 'mei', 'decoration', 'contractor']",yew mei decoration contractor
1482,dd83f6e4587379217f3682eeae792ed5,,2024-02-05 04:06:51,168461_A&A BUS PTE. LTD.,Misc,recurring,175.94416,0.8114666,3.2534502, aa bus  ,"['aa', 'bus']",aa bus
1484,e6b0c2ea657ad6a362641bae928d1dee,,2024-05-28 04:11:36,90645_MOUNT PRAJNA LTD.,Misc,recurring,182.0112,0.5763688,3.0941904, mount prajna ,"['mount', 'prajna']",mount prajna
1494,b9ece1f5cb6dc327ae9fdf1a3873d36a,,2023-12-20 04:02:35,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1496,2ca1f267b9e857b679b97d8501500373,,2024-10-10 04:12:15,199891_Ministry of Manpower,Misc,recurring,227.514,1.1148186,4.209009, ministry of manpower,"['ministry', 'manpower']",ministry manpower
1497,38998f8067767685b7648d76714822b5,,2024-10-03 04:12:38,245485_ HP PPS SINGAPORE (SALES) PTE. LTD. ,Misc,recurring,207.5231032,1.0010616,3.8374028,  hp pps  sales   ,"['hp', 'pps', 'sales']",hp pps sales
1505,c075467f3410b2289832529e3e0ab317,,2024-09-26 04:26:37,215097_Extra Space Toa Payoh Pte Ltd   ,Misc,recurring,95.8895672,0.3488548,1.7291064, extra space toa payoh     ,"['extra', 'space', 'toa', 'payoh']",extra space toa payoh
1512,dfad6b21f6ec9325e70f1d115cf1626f,,2024-08-13 04:23:48,225274_MyRepublic Broadband Pte Ltd,Misc,recurring,28.0524762,0.0227514,0.5156984, myrepublic broadband  ,"['myrepublic', 'broadband']",myrepublic broadband
1518,87f497a78be84e4c80b6ffdb4422636e,,2024-08-14 15:01:29,211976_Nifty Auto Service Pte Ltd,Misc,recurring,1124.222512,6.0063696,20.7947796, nifty auto service  ,"['nifty', 'auto', 'service']",nifty auto service
1520,954c0e3fb4057aa935cbf870c4453762,,2023-12-12 04:09:06,127845_BOXPARK PTE LTD,Misc,recurring,482.7392052,2.464735,8.9337164, boxpark  ,['boxpark'],boxpark
1523,5c59389c45c4051620f6c9cd8279077d,,2024-07-23 04:15:21,200476_Peh Bus Service,Misc,recurring,134.23326,0.5991202,2.4799026, peh bus service,"['peh', 'bus', 'service']",peh bus service
1524,eb209c4695bf8ca6bc445388390d6c25,,2024-04-16 04:01:52,103034_Growth Contractor,Misc,recurring,326.1034,1.6229332,6.0367048, growth contractor,"['growth', 'contractor']",growth contractor
1526,3aa576c5863c9f92186150f4e7768433,,2024-01-31 17:06:07,92003_ BOWERMAN INTERIOR PLANNER,Misc,recurring,4882.3290992,26.050353,90.323058,  bowerman interior planner,"['bowerman', 'interior', 'planner']",bowerman interior planner
1530,04438534f1b24a0bf9d2d25b17536626,,2024-10-08 04:10:09,185400_KINGSFORD HURAY DEVELOPMENT PTE. LTD. - MF,Misc,recurring,496.6023916,2.578492,9.1839818, kingsford huray development    mf,"['kingsford', 'huray', 'development', 'mf']",kingsford huray development mf
1540,34cad02bfc24b1f82acc180446d3b6c2,,2024-07-08 05:11:31,217175_Huttons Asia Pte Ltd,Misc,recurring,5373.1223,29.2279652,99.4008666, huttons asia  ,"['huttons', 'asia']",huttons asia
1541,6ac8879478554f769773caebe683ce44,,2024-09-17 05:31:38,177114_Carexus Services Pte Ltd,Misc,recurring,266.94976,1.327165,4.9370538, carexus services  ,"['carexus', 'services']",carexus services
1542,90c466326a991dd7d094d5b4a1ddf259,,2024-07-09 04:27:12,219724_Uncle 7 Private Limited,Misc,recurring,119.44485,0.5232822,2.2068858, uncle   ,['uncle'],uncle
1543,a586af50a9933afb0ac68aacc4f7b720,,2023-12-26 04:02:19,77608_Tan Yong Tat,Misc,recurring,683.3838018,3.5340508,12.6421946, tan yong tat,"['tan', 'yong', 'tat']",tan yong tat
1547,1930df25b530007f79f8acc5866bbc35,,2024-04-04 04:06:48,119169_Novel Haven Pte Ltd,Misc,recurring,341.271,1.706355,6.3173054, novel haven  ,['novel'],novel
1552,8d1f5a46592b42e7187c1f2c2ae940cd,,2024-08-22 04:04:02,97263_StorHub 37 Tampines Pte Ltd,Misc,recurring,301.721483,1.51676,5.5816768, storhub  tampines  ,"['storhub', 'tampines']",storhub tampines
1557,b36a3c61582203c0fd33c5ed9aa9fc83,,2023-10-31 04:06:22,76273_SQ TRANSPORT SERVICES ,Misc,recurring,485.3632,2.426816,8.9792192, sq transport services ,"['sq', 'transport', 'services']",sq transport services
1559,1432c660ae12cac0ad751697d4f8d132,,2024-08-05 04:09:35,181079_NATIONAL UNIVERSITY OF SINGAPORE SOCIETY,Misc,recurring,106.1732,0.4474442,1.9642042, national university of  society,"['national', 'university', 'society']",national university society
1561,414851db9671c650645ff792aa4f79d2,,2024-08-05 15:09:01,195941_Frasers Property Quayside PTE LTD - DMF,Misc,recurring,897.7247412,4.777794,16.608522, frasers property quayside    dmf,"['frasers', 'property', 'quayside', 'dmf']",frasers property quayside dmf
1564,d330d451970628062ec5567ccbae5be5,,2024-05-10 15:00:19,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.7474588,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
1570,c8cd4b9e056e96ba49c787b8e4387a39,,2024-01-15 04:06:42,90657_Punggol-Northshore Drive Learning Centre,Misc,recurring,364.0224,1.2816622,6.1883808, punggolnorthshore drive learning centre,"['punggolnorthshore', 'drive', 'learning', 'centre']",punggolnorthshore drive learning centre
1571,1a07726cbfd0dacf8ef4a304b294a92a,,2024-02-06 04:18:22,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1577,32aa28b6c1b5faad5e475a976f73d7e8,,2024-06-11 04:26:19,190103_FMTRG,Misc,recurring,151.676,0.6977096,2.806006, fmtrg,['fmtrg'],fmtrg
1584,0b2a7c41fb3f21ab2f3075556bbe86f0,,2024-07-01 15:04:49,198130_Leads Global Pte Ltd,Misc,recurring,2121.18886,11.4591218,39.2385812, leads global  ,"['leads', 'global']",leads global
1585,4e3ba169778cfac8289b0878a7d9585a,,2024-05-30 04:02:53,144193_NEPTUNE COURT OWNERS ASSOCIATION,Misc,recurring,171.9323298,0.7887152,3.1776122, neptune court owners association,"['neptune', 'court', 'owners', 'association']",neptune court owners association
1589,7e449a1a9b5e37c1221c9ec906d96a7c,,2024-06-20 15:02:07,214464_StorHub 15 Changi Pte Ltd,Misc,recurring,376.118561,-3.0638552,5.6423472, storhub  changi  ,"['storhub', 'changi']",storhub changi
1591,aab7ddc24567a6d4a80928cb0f08cdf5,,2024-10-17 10:02:17,183845_POPULAR BOOK CO (PTE) LTD Office Solutions Division,Misc,recurring,215.8804508,-0.2957682,3.9966626, popular book co   office solutions division,"['popular', 'book', 'co', 'office', 'solutions', 'division']",popular book co office solutions division
1599,329d0c351d9d51e00d55a7a80bbe7d50,,2024-09-17 05:02:20,177319_NEW CREATION CHURCH - TITHE,Misc,recurring,151.676,0.6977096,2.806006, new creation church  tithe,"['new', 'creation', 'church', 'tithe']",new creation church tithe
1607,d61c5a80a1566a192bcf7de59af98509,,2024-07-04 04:05:03,213517_Caperi Studio,Misc,recurring,144.0922,0.6597906,2.6694976, caperi studio,"['caperi', 'studio']",caperi studio
1615,8dcd2e9aec55e56bfe2e393ae847e25a,,2024-09-17 05:25:43,194258_Tanglin Club,Misc,recurring,189.595,0.8114666,3.41271, tanglin club,"['tanglin', 'club']",tanglin club
1619,3f83cadfecff757a3717671647279516,,2024-09-10 11:15:13,236451_Neptune Court,Misc,recurring,166.5705832,0.7811314,3.0790228, neptune court,"['neptune', 'court']",neptune court
1623,34b207cb5c152bb302184affc0773708,,2023-12-12 07:00:27,156784_MUSICAL TOUCH,Misc,recurring,1210.37448,6.3628082,22.3949614, musical touch,"['musical', 'touch']",musical touch
1625,eee896feba5904c519d9773cf07de47b,,2024-04-25 10:01:28,112839_ORIX Leasing Singapore Limited,Misc,recurring,851.433226,-0.7659638,15.7515526, orix leasing  ,"['orix', 'leasing']",orix leasing
1629,3cdeaebcb1095616a430aed920e7c476,,2024-09-17 05:07:01,189550_ANG MO KIO TOWN COUNCIL,Misc,recurring,86.45532,0.341271,1.6001818, ang mo kio town council,"['ang', 'mo', 'kio', 'town', 'council']",ang mo kio town council
1631,608c15c04a52074420e39788ee3aa1df,,2024-07-18 04:04:32,173046_SEMBAWANG TOWN COUNCIL,Misc,recurring,69.39177,1.5243438,2.578492, sembawang town council,"['sembawang', 'town', 'council']",sembawang town council
1632,79e2fe7de5ca1aaee6ae37061a4c3537,,2023-11-08 04:11:12,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1637,d3668f07d55d5d656b7e4cc2780f802f,,2024-03-25 04:23:07,133264_Goh Transport Services Co Pte Ltd,Misc,recurring,273.0168,1.3347488,5.0508108, goh transport services co  ,"['goh', 'transport', 'services', 'co']",goh transport services co
1638,5fe0a4707f921452cc6909c91a750cd5,,2024-09-01 16:00:31,142711_XINGSHENG TRANSPORT SERVICES,Misc,recurring,144.0922,0.6597906,2.6694976, xingsheng transport services,"['xingsheng', 'transport', 'services']",xingsheng transport services
1640,a98d2648656624c0e10903b6b1c0958a,,2024-07-29 04:11:20,175233_Wan wan nursery,Misc,recurring,121.3408,1.4333382,3.1548608, wan wan nursery,"['wan', 'wan', 'nursery']",wan wan nursery
1644,f2cf20012536ee13535ab6338bc567d7,,2024-07-26 04:05:15,198872_StorHub 5 Bukit Batok Pte Ltd,Misc,recurring,271.0601796,1.3499164,5.0128918, storhub  bukit batok  ,"['storhub', 'bukit', 'batok']",storhub bukit batok
1649,4b85fa072db2b0a0c80bd2798a42db9d,,2024-06-25 04:31:36,172039_National University of Singapore Society,Misc,recurring,229.4706204,1.1224024,4.246928, national university of  society,"['national', 'university', 'society']",national university society
1654,2fa149b38ccd52d5a5d9fdf2143243d6,,2024-07-16 04:19:29,212075_HAY DAIRIES PTE. LTD.,Misc,recurring,114.060352,0.492947,2.1082964, hay dairies  ,"['hay', 'dairies']",hay dairies
1657,b010d957235233d1d556e2b3981fc437,,2024-01-23 04:04:47,125533_Jalan Besar Town Council,Misc,recurring,49.598052,0.1365084,0.9176398, jalan besar town council,"['jalan', 'besar', 'town', 'council']",jalan besar town council
1663,4d196b6a7a64e2b4a17409409540d8dc,,2023-11-14 04:05:49,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.2262998,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
1666,546cec3b6079ded7f7fb9751764a67fe,,2024-04-23 04:10:25,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
1668,0e7d64c610c0cf99e653d44d2c7d1b8f,,2024-02-06 04:22:01,136661_Tong Tar Transport Service Pte Ltd,Misc,recurring,45.5028,0.113757,0.8418018, tong tar transport service  ,"['tong', 'tar', 'transport', 'service']",tong tar transport service
1669,323149d54454058f0b808217f5431601,,2023-10-17 15:00:36,145206_Surveillance Zone Singapore Pte. Ltd.,Misc,recurring,769.907376,3.9208246,14.2423764, surveillance zone   ,"['surveillance', 'zone']",surveillance zone
1677,af4a381986031c38216db4d72c3705fd,,2024-06-14 04:11:38,210942_GLOW WITH GRACE,Misc,recurring,8626.5725,62.4374254,175.2312828, glow with grace,"['glow', 'grace']",glow grace
1679,b41e0d17c24f56b587643c52ef6f22b5,,2024-07-30 06:03:06,142711_XINGSHENG TRANSPORT SERVICES,Misc,recurring,144.0922,0.6597906,2.6694976, xingsheng transport services,"['xingsheng', 'transport', 'services']",xingsheng transport services
1688,56d95498300124d4348524a943882c22,,2024-02-13 04:07:30,165536_ Housing and Development Board,Misc,recurring,83.4218,1.3423326,2.578492,  housing and development board,"['housing', 'development', 'board']",housing development board
1692,e057f036987f9335580e52e5d3274406,,2024-07-03 17:56:27,97759_Yu Yi Optic LLP,Misc,recurring,7583.8,41.3165424,140.3003, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
1694,3a43249810656925d182efa5b357a8e6,,2024-04-25 04:14:13,161708_Big One Transport Service,Misc,recurring,250.2654,-0.2806006,5.6347634, big one transport service,"['big', 'one', 'transport', 'service']",big one transport service
1710,e3c96c34576262b5b137dd9a724cfd7d,,2024-09-24 04:09:26,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4874864,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
1719,ee9004e09e2ff494218de12a6ce3fbf4,,2024-07-23 07:01:45,225318_Counselling and Care Centre,Misc,recurring,106.1732,0.4474442,1.9642042, counselling and care centre,"['counselling', 'care', 'centre']",counselling care centre
1720,b3092732594f67b35a99ae3de0596277,,2024-09-02 04:04:42,125112_KLEANWORKZ PTE. LTD.,Misc,recurring,317.00284,1.6001818,5.8622774, kleanworkz  ,['kleanworkz'],kleanworkz
1726,276452547ebdc75c4334fc11789eb6a3,,2024-09-02 04:03:23,174225_RS Transport Services,Misc,recurring,128.9246,1.5319276,3.3520396, rs transport services,"['rs', 'transport', 'services']",rs transport services
1736,f509f0e6fcfc1f2bd0ce283b71dca9e5,,2024-08-21 04:03:28,167458_Chinese Swimming Club,Misc,recurring,82.66342,0.3261034,1.5319276, chinese swimming club,"['chinese', 'swimming', 'club']",chinese swimming club
1741,9ae72ba04eada6341bc3f74e631a644a,,2023-11-07 13:39:09,3256_PV2 MANAGEMENT CORPORATION,Misc,recurring,63.46670480304,-0.13286210896,0.85598047248, pv management corporation,"['pv', 'management', 'corporation']",pv management corporation
1744,340ba6458f6f98438aaa33d887801f59,,2024-02-06 04:18:21,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
1746,8c55953dc04b6542ab588bc88322f831,,2024-03-05 04:09:18,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
1750,ee7b61ffbb9e330202f61b5cebae544f,,2023-11-02 04:03:54,124923_Staccato! Pte Ltd,Misc,recurring,155.4679,1.0541482,3.3444558, staccato  ,['staccato'],staccato
1751,57548b7078ee38ed8332205cab9315e7,,2024-09-02 04:11:23,140159_EXXONMOBIL ASIA PACIFIC PTE LTD,Misc,recurring,549.6207374,-0.4853632,10.1698758, exxonmobil asia pacific  ,"['exxonmobil', 'asia', 'pacific']",exxonmobil asia pacific
1754,492d26f928576f30c834c422600a3fdd,,2024-06-28 04:17:01,200616_EXPATS FURNITURE RENTAL PTE. LTD,Misc,recurring,379.19,0.1744274,5.498255, expats furniture rental  ,"['expats', 'furniture', 'rental']",expats furniture rental
1755,fc21db46802640b0ba8ac1cec335622e,,2024-09-30 04:03:11,137703_ STEADFAST TRANSPORT SERVICE,Misc,recurring,125.1327,0.5536174,2.313059,  steadfast transport service,"['steadfast', 'transport', 'service']",steadfast transport service
1759,51ed00f784129cc79aa63e626377f6ab,,2024-08-27 04:32:32,182835_Swaga Gym Pte Ltd,Misc,recurring,199.2188422,0.3943576,5.1797354, swaga gym  ,"['swaga', 'gym']",swaga gym
1765,14915110c4b68779a04a43edd074e120,,2024-02-27 04:17:00,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
